bug#	Dev#	Effort	jdt	jface	core	swt	ui	debug	ltk	text	jdi	search	compare	other
487	53	700.96	392.54	56.08	70.10	42.06	49.07	56.08	7.01	7.01	0.00	14.02	7.01	0.00	
488	56	717.04	64.53	78.87	14.34	93.22	164.92	50.19	7.17	93.22	14.34	35.85	21.51	43.02	
489	76	285.86	80.04	71.46	42.88	2.86	20.01	31.44	0.00	11.43	8.58	5.72	5.72	2.86	
490	69	62.68	21.94	3.76	13.79	10.66	0.00	7.52	1.25	1.25	0.63	0.00	0.00	0.63	
491	14	393.51	133.79	7.87	15.74	125.92	19.68	19.68	15.74	0.00	3.94	31.48	3.94	7.87	
492	28	189.59	43.61	30.33	7.58	54.98	17.06	13.27	1.90	13.27	1.90	1.90	1.90	0.00	
493	55	567.16	238.21	96.42	119.10	22.69	11.34	45.37	5.67	5.67	5.67	0.00	5.67	0.00	
494	48	660.42	105.67	99.06	231.15	46.23	6.60	26.42	66.04	19.81	19.81	13.21	0.00	0.00	
495	3	556.79	178.17	44.54	27.84	72.38	44.54	89.09	0.00	5.57	11.14	16.70	5.57	38.98	
496	15	406.89	170.89	73.24	65.10	32.55	8.14	12.21	12.21	4.07	16.28	4.07	4.07	4.07	
497	23	521.08	119.85	26.05	130.27	135.48	0.00	5.21	5.21	20.84	0.00	31.26	10.42	5.21	
498	22	925.26	490.39	27.76	240.57	0.00	37.01	83.27	9.25	9.25	9.25	9.25	0.00	0.00	
499	9	710.81	0.00	142.16	106.62	35.54	142.16	78.19	49.76	0.00	28.43	28.43	35.54	7.11	
